atoms,coordinates,total_energy,forces,source
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.2456347668029744, -1.3790981241088291, 0.9360540002273943], [-0.39136032864275017, -1.377858595262685, -1.5090552367673222], [0.3914137501147217, 1.3780297686463172, 1.509125684045967], [-1.245688188274947, 1.3789269507251984, -0.9361244475060401], [3.6257317381281995, 0.8763102313656513, 0.1097084447247858], [4.19015655840891, 3.5594067851870106, -0.9583417249325366], [3.5944531119406364, -0.20612457657772332, -2.6265692186806318], [4.159042164173686, 2.4772259052236687, -3.694380607168705], [1.123329809512399, 3.4559299631438933, 4.140986915825501], [-0.1350807380847845, 4.795292083502673, 6.438991629490421], [0.9228503916933302, 5.94349353054441, 2.5815977987903884], [-0.33549731552945306, 7.2827040395469185, 4.879951128410187], [-1.882935605127225, 9.986246264745708, 3.684581375443492], [-0.41854041407568354, 11.06455187024885, 1.4798029807376618]]",[-81777.32512260132],"[[-0.021817354730226713, -0.7545117217333723, -0.06229642412798633], [0.18771876214320113, 0.10946251487429284, 0.09829775035091269], [0.2860290080623672, 0.45984303095455464, -0.192083469276328], [-0.1277144777472969, -0.0367167257875847, -0.07643096870626136], [-0.24171926023693488, -0.32514656445700213, 0.21775903382205816], [0.132022517735505, 0.4983405911910356, -0.3174637954427237], [-0.31658812864524466, -0.16886207547324167, 0.20196715523222947], [0.15030625946110415, 0.22920404874453754, 0.0730730032820454], [-0.0024161631320959603, 0.027920339389259977, 0.06673975563913573], [-0.12822720742241953, -0.19103975508357263, 0.3164194127627778], [0.020954713148544378, 0.04402660236257729, -0.3115561170297122], [-0.040710509947533155, 0.4848574616688687, -0.24417980731893443], [0.4177519921144313, 0.008918246470945884, -0.2906636297541862], [-0.3065736763104608, -0.4050913075249603, 0.5202568408877848]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.315193488413569, -0.5617745745747849, 1.511419900268078], [1.3843812448597719, 0.606123891926594, 1.4300375238103953], [-1.3844915990045519, -0.6061018927511439, -1.4301939047523593], [1.3153038425583503, 0.5617525753993352, -1.5112635193261155], [-3.0668640894338384, -7.515427532469096, -1.996689586325862], [-3.2810023676013396, -5.896408611980614, 0.45101059807290733], [-3.1119646702904893, -5.063002585992206, -3.622554505886897], [-3.325981846550072, -3.444144090285905, -1.174525587222861], [3.1382006171544403, -2.233589724924369, -1.7657289257223587], [3.2259673050532975, -2.023148904277914, -4.699382846907152], [2.3852239062683287, -5.0693872492803616, -1.9918647054533867], [2.473202082585111, -4.858661473646476, -4.925668764255793], [-1.1472392963352176, 0.7800876316065251, -4.595310772022385], [-2.3128098188959525, 2.536634487916981, -6.525137842699795]]",[-81777.08277834687],"[[-0.18442234896260382, 0.014618159065146264, 0.1252941941630028], [0.008557978155142395, 0.12724216583615444, 0.06792621755811118], [-0.34706343121885025, -0.19610647661092015, -0.37151736113496575], [0.39600769789191836, -0.04446155612418843, -0.3570000819290769], [-0.01744580331671083, 0.038628393464082394, -0.06304533546972597], [-0.014182850491103235, -0.07395849169901575, 0.10928109773520622], [0.05635820099257763, 0.020398953467189423, 0.07471583626377415], [-0.000643499653551473, 0.027428235115069224, -0.09682923825963279], [0.09188598117416366, 0.2682094021353496, 0.04839741844018361], [0.0056836889243075716, 0.0988819567333285, -0.094038869882253], [-0.16564248689746167, -0.14887852508844548, -0.20157094801662223], [-0.0034010715351438354, -0.007100043588100064, 0.2167246270278784], [-0.08158006842431656, 0.2924328068149217, 0.00031501569250688596], [0.24748377954699366, -0.4305007627467752, 0.5329766094604788]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.16918205291747124, -1.092631025074649, 1.7627392250544176], [1.5170913669578991, -1.1404752857300309, -0.8524405140127465], [-1.5171786738517974, 1.140639207659447, 0.8524917400543119], [-0.169094746023573, 1.0924671031452338, -1.7627904510959846], [-5.51694269396729, 0.2946417568675592, 3.5176297468810853], [-4.192176713054568, -1.039375933463933, 1.2540693749269847], [-7.9937920533373905, -1.1858168475772333, 2.940292333691626], [-6.668641110124382, -2.51985017581513, 0.6767372041835786], [2.1864266214491077, -1.3758558166990176, -4.184164919518619], [3.926060280239926, -3.0034226658087078, -5.911305488396333], [3.2107054311905143, 1.070926408324825, -5.458515177641206], [4.950238800942609, -0.5570084286700772, -7.185710473340946], [-0.38690324018036815, 3.819253792218629, 2.5657995658858215], [-0.8615471621528245, 4.191170735289345, -0.22787811040175265]]",[-81777.8058002575],"[[0.2553772248704665, -0.3360522644830131, 0.3955551834860334], [0.12072035338342887, -0.07024129154303702, 0.24220525042443702], [-0.6826534625206702, 0.5529746608750998, 0.7706114643854776], [0.12329325773552599, 0.5567439001877554, -0.583594973746955], [0.013417777185980693, 0.08033570523022447, 0.04217206977203172], [0.24669208502506126, 0.0015639412088300439, 0.028773807269804826], [0.05314133778765125, -0.048773396204964126, -0.009483904904929574], [-0.26431705833545677, -0.09004861841999594, -0.07296331996070986], [-0.10059168985620003, 0.13189478526002565, -0.04129720001697218], [0.07990324544005485, -0.10828026956682678, -0.1083588425227577], [-0.04023764782001084, 0.047112688904202914, -0.031036142757608427], [0.05354135023803525, -0.009420270066602, -0.013270915692434387], [-0.04258160559377594, -0.5400594883544101, -0.125306226932432], [0.19090199530023558, -0.167993556346492, -0.4875969735976779]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.162782416675229, 0.03163935849437018, -1.7252972793102863], [-1.7053888238264185, 0.2953618059235842, 1.1546927236970892], [1.7055678324959644, -0.29532327618726817, -1.1547526265822194], [1.162603408005684, -0.031677888230686166, 1.7253571821954183], [1.0468660481976522, -5.844633556922736, 2.4659018894769624], [1.7019798185470263, -3.030776635210504, 3.0238882977458235], [3.911371887096557, -6.454287356219997, 2.1781737867975526], [4.566223196309248, -3.640222750933567, 2.7363511130716915], [-2.41582117202676, -7.026202653963368, -4.085730001137774], [-3.550583476583718, -5.336107465522248, -1.961063809486305], [-0.9065404941111095, -4.718997347157756, -5.114678213961671], [-2.041434231138584, -3.029080005240494, -2.9896964844841882], [4.981538453228824, -0.36797138107141425, -0.6533136598870946], [6.8057776795495, -2.551290296564016, -0.38217940789898686]]",[-81777.30651326271],"[[-0.29791815558980433, -0.042547672155543725, 0.002526529853028558], [-0.14529723352050697, -0.00046171381806824795, -0.12420327449017898], [0.4059537074228122, 0.11306021008944467, 0.015418939870660458], [0.24063790507314456, -0.05794102439343505, 0.08896176109240676], [-0.3684125466675875, -0.21839486798441815, -0.06329190439884169], [-0.16982711386588295, 0.2649344319669403, 0.0069075861259516895], [0.11772275397699039, -0.03509492444131127, 0.02223932955592361], [0.7537707293937357, 0.06834304503244112, -0.24997363722119256], [0.02309123934709365, 0.058729325057323305, 0.021199903965605827], [-0.15107121449541608, -0.11087615959385916, 0.13852468694924785], [0.13171902455101261, -0.10432354530827846, -0.2544924049406866], [-0.06054920430035457, 0.10290573539929432, 0.06255944812640699], [0.4106956470197541, -0.43340739647321247, 0.06388022454858375], [-0.8943751828368491, 0.3934018319791199, 0.26633496405315427]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.8866557070815484, 0.6179953939266338, -1.7780995612495052], [-1.314439308544894, 1.6099508206125077, -0.09598219809232078], [1.3145702506519878, -1.6100644168286267, 0.09606626392529372], [-0.8867866491886429, -0.6178817977105153, 1.778015495416534], [0.35928267447772066, -0.7604273599786613, -4.739462709179815], [2.4067635884651484, -2.8621276748994973, -4.518122805635815], [0.10588341964218828, -1.3108266394818422, -7.619169008080135], [2.1534220957583248, -3.4126809172792445, -7.397480640809002], [-5.302273784788567, -2.2484781053639695, 5.666268864998662], [-2.8494869424913194, -0.9699107638045499, 4.662567754541377], [-5.531977968317954, -0.17671629559872115, 7.74350209909211], [-3.079090113946571, 1.1017771013933095, 6.739436575734624], [-5.102950920983129, -3.531362631640464, -7.7719217991560425], [-2.9017945558024048, -2.2310784779859976, -6.494261515678674]]",[-81777.68239353086],"[[0.20999995442387823, 0.10069602528001147, 0.24821032227889694], [-0.1429157221932626, 0.22375608383023193, -0.05822405158547947], [0.30970188782950697, -0.1283687724405333, -0.2008124721658491], [-0.1200584996427305, -0.06543132051893764, 0.12605914919731473], [-0.12375199421449187, -0.20384107909350904, 0.45124479444391596], [-0.07335798451356976, 0.12827718969543317, -0.07035498578751562], [-0.44087547825515344, -0.12593666177517632, -0.7516541961043919], [0.09275249483934181, -0.15335584660212784, 0.09750980964166547], [-0.2053101568277963, -0.12101335646123938, 0.09342710125875146], [0.08222325594577216, -0.00844410907555243, -0.06628199617990982], [0.022373011567398512, -0.004032353813957329, -0.03263767865759103], [0.022973729583419974, 0.12410937775095783, 0.12896058929250262], [0.8066496088259736, 0.3231232079975973, 0.2612157405703058], [-0.4405697224986316, -0.09091621194909721, -0.23440184518331697]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.4218744284424212, -0.7073878537493191, 1.3444665238078521], [1.3724408398423324, -1.3872668083170048, 0.7216660354099557], [-1.3725016840902544, 1.3874430040030332, -0.72171471864855], [1.4219352726903443, 0.7072116580632914, -1.344417840569259], [1.2783698527880833, 4.081042761657718, -1.1249305110719683], [-1.1548396070287883, 5.637984200565275, -1.6850543725991831], [1.4883962946020994, 3.3838615002057146, -3.9761909515744027], [-0.9449094710145884, 4.941076882025645, -4.5360615376119195], [0.09463378898122721, 6.969404251575245, 2.641989155762613], [1.3066309413395485, 8.5248899885999, 0.45799266209093403], [-2.5558280135672176, 7.30111631617773, 1.4071295456919741], [-1.343454642973895, 8.85655064624815, -0.7769324091491822], [-1.413768728111366, -1.7929506225349303, -2.046464646551014], [-0.24812582055578025, -2.2517657384561307, -4.615318345316978]]",[-81777.27038998331],"[[-0.04645103570966171, -0.1490924409894093, 0.5017176342112268], [-0.06461628036742892, -0.3067739653571564, 0.18716000969611632], [0.013723882612725245, 0.08358126196225128, -0.4368514424787297], [-0.02794174126377467, 0.33106010498845345, -0.2662826677860196], [0.3958583681379763, -0.18843779724973403, 0.3805558221716023], [-0.4029812019970637, -0.05216431804767233, 0.08563948259974581], [0.2100743107682998, -0.21615435603228017, -0.10869791979462196], [-0.21198978367957427, 0.04278368412925853, -0.37168144902919065], [0.09299613270923761, -0.04558888263784937, -0.020220873621846214], [0.05744567538526574, 0.12035494800067675, 0.08133920734736597], [-0.08976924219645355, 0.06738746830465017, 0.06871102151977214], [-0.03951689521561923, 0.24085644896235037, 0.018301497773820997], [0.28930485240633336, 0.10821475782215659, -0.26750373677262695], [-0.1704511723692716, -0.034044587083160674, 0.15432885541896368]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.3561827826857722, 0.5003700356271982, -1.4967006337018813], [-0.4861296567437033, -2.009724626549146, -0.23149471973599134], [0.48615616857414773, 2.009887397031439, 0.23159431839532452], [1.3561562708553292, -0.5005328061094908, 1.4966010350425498], [-6.003088595266598, -1.5419071531138762, 2.332732433883078], [-5.486361319834943, -2.886623034207823, 4.898477117545252], [-3.40959164488641, -2.4887814891652704, 1.3143702796123597], [-2.8931697182489993, -3.83358325672011, 3.880333717999487], [0.4482256350362981, 3.9142555877917715, -2.6056144463680404], [1.1994467212570976, 6.148764794880125, -0.844663242377247], [-2.3969336273521673, 4.5140063763584815, -2.1525949319829114], [-1.6453601870160806, 6.748664870628806, -0.3916887603664696], [2.9369956412898146, -2.9370399251395467, 3.2020702090111732], [3.631389339724593, -4.017987002835056, 0.6491082369106085]]",[-81777.55477768654],"[[0.07092793073187588, 0.20986533138812744, -0.09199067655261614], [0.25918595634945374, -0.3865816685510597, 0.23955480155824055], [-0.23959367665947337, 0.8392465868980808, -0.29801117815346867], [0.2919844575984545, -0.6546222519597592, 0.345023208313408], [-0.4365768485097041, 0.11498103089824323, 0.16583310859094072], [-0.07540741197340449, 0.05724034697359544, -0.045613493250878524], [0.1918823060540755, -0.11327613145198002, -0.08131221074928761], [0.17606605339283887, -0.10358137026053552, 0.007914939757752376], [0.011916262396326142, -0.21706067039633958, 0.04184154913620601], [0.007818497624998139, 0.17729025912703245, 0.11177609761856291], [-0.03713366639051612, -0.0630353081618683, -0.006437120267896893], [0.04409863957066868, 0.003482352892638176, -0.01489235708406677], [-0.045726704127696284, -0.03831156138903471, -1.1778785434492793], [-0.22372147676260007, 0.16864522851305794, 0.8176133129712845]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.2301407592497937, 1.0364858228751375, 1.319911190550973], [-0.09579722096105947, -1.6770143621631064, 1.2277420920308575], [0.09588679529052568, 1.6771509087486625, -1.2278443097860368], [1.2300511849203288, -1.0366223694606944, -1.3198089727957951], [4.247784328456593, -0.08032611627708564, 2.188302565008805], [6.71054961960737, 1.5296617668556274, 2.220548443053527], [2.8387577229214687, 2.10303617115078, 0.8072044280587461], [5.3018568110378785, 3.712835070753367, 0.839486813788625], [2.9971049474973928, 8.908176623937859, 3.565524943250599], [4.269210756991114, 6.630883550121471, 2.203909459649509], [1.4522002212273124, 9.500064991756087, 1.1318453291795842], [2.72445391504304, 7.222493883045923, -0.22954813004188113], [-2.214818028413114, 2.8127831032588873, 3.9501606607779345], [-0.844758269860818, 0.45855810643145745, 4.815495825037722]]",[-81776.88641903289],"[[-0.19898246277077702, 0.53330776773024, -0.03203126307382275], [-0.10994099743642462, -0.4183253998576158, 0.5045410669934913], [0.05226726507501116, 0.059874957835585954, -0.7510654131558256], [0.023661242947815665, 0.27226624520619996, 0.07396815905223239], [-0.20746124576268038, -0.28529048398312634, 0.09676578339862574], [0.2715369256813515, -0.03282857288815543, 0.0413029592912289], [-0.16400747007365274, 0.023108203495105176, -0.030037140073479986], [0.14620966711346414, 0.17191089128289166, -0.14843588372414349], [-0.21444014918744136, 0.38898405724748464, 0.1825207085939638], [0.1181132019183409, -0.11084216959132621, -0.0985195338318879], [0.009446243365057965, 0.03809481727303412, 0.09543575099996497], [0.08889254695714299, -0.15472290290672464, -0.07440576105155979], [0.4599102910503385, -0.9261756327104157, 0.06246668267320056], [-0.258989215427077, 0.4427466767455794, 0.08538766861728914]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.004852349105651466, 1.9606212895557027, 0.6968897424841247], [1.6823119399059068, -0.406244904436563, 1.154857799670095], [-1.6824148373485175, 0.4062496889744054, -1.1550206069933393], [0.004955246548262182, -1.960626074093547, -0.696726935160881], [7.015987391213893, 0.6756302071130392, 2.23740696548739], [5.113153245849817, -0.7659272741843981, 0.517102369453898], [9.169304359264618, -1.1334857173411235, 1.3712750331894341], [7.266151907756784, -2.574854611419613, -0.34913719211375505], [-2.386686334088798, -5.284594813039056, 1.08560735707258], [-0.6419544058225684, -5.900486240512363, -1.2023834444463635], [-0.08728264339328023, -4.157266378337749, 2.5353425689939613], [1.6572808262384089, -4.773199784376689, 0.24700777984664035], [-5.015304366112371, -4.443471924041352, 6.092014327821574], [-2.3205580760621696, -4.209468511922862, 5.169068576667381]]",[-81777.3021346452],"[[-0.11339743616601214, 0.10459577386109152, 0.018797181025585565], [0.14848581457506554, -0.0882665344142744, 0.22560388526898997], [-0.2435717410860265, 0.5170085073628128, -0.17519316338830507], [-0.1329816940097064, -0.34973131217409165, 0.08500462545712584], [0.05718573671233977, 0.1382559036765705, 0.11489736715524608], [-0.1667285214715856, 0.06828334398411927, -0.02616642440530477], [-0.05430388843404301, -0.04481924305099471, -0.028736474831319313], [0.24125394173024703, -0.20045385449918526, -0.10805648062428003], [-0.15692978481097072, -0.022328006952849592, -0.09409764533292647], [-0.024280524338896724, -0.07461931699788256, 0.12252418893388785], [-0.040608956458876085, 0.2214737142955496, 0.3071336114656519], [0.33313760891028965, -0.26056411982583144, -0.15948181179388723], [0.9143053570905875, -0.002553384526134168, -0.382036418454403], [-0.7612490441719006, -0.006933538855571025, 0.10435650686897986]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.24248323475991118, 2.009711518619847, -0.48163906851248883], [1.8451149554180617, -0.4287901547789217, -0.8605781355848943], [-1.8453044482311294, 0.42876787965823426, 0.8606048431267916], [-0.24229374194684372, -2.009689243499161, 0.48161236097059196], [1.2554270687420057, 4.230775614511758, 3.540058638589463], [0.3491846546572974, 5.155337083287324, 0.8976687284604727], [2.992013047268645, 6.595205904953692, 3.771569886653884], [2.0854325380844556, 7.519633404752485, 1.1290526501059184], [-4.41163440623124, -4.25545857926023, 6.1688077177173515], [-3.018962629891562, -1.896464778985942, 5.094597666825833], [-3.1868454712356673, -5.929020698938042, 4.081000060521191], [-1.794121728594557, -3.569728896103933, 3.007028676715497], [7.763672580496596, 7.620590213706393, 4.965371852008281], [5.506772678935054, 8.758331103377593, 3.6311332951910673]]",[-81777.6315800727],"[[0.0744602684686323, 0.03065749104406586, -0.10251117369061756], [0.3381072969508298, 0.12633662280346875, -0.19896420792826688], [-0.19900380293878184, -0.09552702521251562, 0.176945114048362], [-0.06537023107414316, -0.05179603302779186, -0.08524708061891534], [-0.14295937954901217, -0.2941463965946616, -0.10079670973532086], [-0.024091213908752913, -0.02618347597087198, 0.12056870963536581], [0.3401996104350405, 0.6102527002418219, 0.07236564099030064], [0.0047654456634439535, 0.19838262407252152, -0.08974723354125823], [0.028115506795634498, -0.03782716014416232, -0.052492288147755785], [0.0009667574331627294, 0.13330498469945626, 0.02646100099911757], [-0.1695406413937028, -0.24343752942700833, 0.12560822887626866], [0.024345521862651112, 0.10120063026466479, 0.06236265578193859], [-0.8047007115551735, 0.6146487748508113, -0.48978344093156756], [0.5925850980175084, -1.0559742478293623, 0.5342333653786411]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.6618555116576064, -0.20373773012105933, -1.235492571903552], [-0.618906641125195, -1.9181479991514736, -0.5163019910012241], [0.6188849415875226, 1.9183380058118336, 0.5163253062126516], [-1.6618338121199352, 0.20354772346069994, 1.2354692566921257], [-6.51715942063623, 1.4142023242466075, 4.737496176421795], [-4.633887237643284, -0.08514393227104561, 3.045290412451739], [-5.032727164218619, 0.5725154170709872, 7.134970460653236], [-3.149427060966028, -0.9267249588591515, 5.442395267718032], [-2.3428643015535626, 3.6489318975536973, -0.018490435580994946], [-1.52240415668535, 3.718203180782532, -2.8434435855968796], [-0.0019707986364733143, 5.280534423089717, 0.7011968046977564], [0.818216573703171, 5.349741673141095, -2.124020850327237], [1.1894516382832294, -3.183806650505444, 2.0323648268467185], [1.7491495841858424, -4.920002553330027, 4.23250255448186]]",[-81777.27897681048],"[[0.20090189518310295, -0.3669948396027865, -0.1750267614999592], [-0.06720723387366985, -0.478029430660797, -0.40928899570464233], [0.27926931701400254, 0.11021060346256721, 0.2398608658473118], [-0.23148343579790837, -0.09587715823406912, 0.4923059516339184], [-0.16370845061112763, 0.043115089225059376, 0.13552225386620106], [0.03891240796028511, 0.0027477862575650998, -0.01763492862732496], [-0.10528626970679872, 0.05072140901578904, 0.06151465406972847], [0.07712382996818114, -0.043934191721802754, -0.11258440147607494], [-0.18929531204888603, -0.24925233954263024, -0.025702144624866783], [-0.07500328575569426, -0.015084279756462734, -0.09692010109545084], [0.16084238891494523, 0.30159442376088713, 0.027810938889428125], [0.06095178785531746, 0.11103495101265153, -0.004292278602918574], [0.29104096506218435, 0.6158854761532582, 0.28915557407448295], [-0.2837584141866562, 0.015997762360088076, -0.4095230176434131]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.199973478484162, 0.1251010630921333, 1.6953253594747935], [-0.7892003649970307, 1.7967867719799444, -0.6911041910710314], [0.7892484271884249, -1.7969728604368624, 0.6910908452117275], [1.199925416292769, -0.12491497463521584, -1.6953120136154913], [3.7752462293856643, 3.5364440049657775, -6.097516340230795], [3.4924559187194846, 5.632145287597327, -4.051451963445011], [2.05724391219074, 1.752846531886162, -4.50782863212839], [1.7745174737756848, 3.848911514695356, -2.46187430313367], [-6.963912478283041, 1.5017345104938755, 0.12072887018517875], [-4.025613019058737, 1.5906890014114774, 0.25033228931349116], [-6.806628473274323, -0.068935269807473, -2.362840557105214], [-3.868169565489511, 0.020084460759902, -2.232892481706612], [1.053086240002815, -2.134795249172627, -6.173898608364971], [2.8805330354167054, -1.9170691547020624, -3.987285340794755]]",[-81777.66866986967],"[[-0.040869039113658474, 0.18718289252686846, 0.07096089229257728], [-0.42904628888649604, 0.3103220382539357, -0.12044149138080226], [0.11193874569422362, -0.34286512597406926, 0.06038604200377809], [0.6927023676568113, -0.40704293016661397, 0.007413594933705086], [0.2714307390622433, 0.3009863575279792, -0.17606199104760423], [0.074813178283131, 0.034949775303414504, -0.2322634575050526], [-0.10557402773126831, -0.5645780558396389, -0.09140415617607933], [-0.0258086140654787, 0.09815705950835571, 0.36745666140724703], [-0.5691973023260761, 0.059186981672366065, -0.17062343637605734], [0.28014981748808987, -0.276902923781682, 0.046383256250752965], [-0.22639167171196248, 0.05053417089593582, 0.14825256396766848], [0.33008442222285556, 0.11740758797770982, 0.09047439333826043], [0.6806680555648499, 0.008640932273275762, 0.6018421029433507], [-1.0334770827640583, 0.4401785032259074, -0.607477449959366]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.5868512127004062, -0.8962211662053359, -1.0041939800294044], [-1.1605232699967627, -0.12516585599093555, -1.7223310283681172], [1.1606038428647663, 0.12525607178835474, 1.7224809821037756], [-1.5869317855684113, 0.8961309504079177, 1.0040440262937471], [-3.75912638773785, 4.143424155234143, -2.2480576383155824], [-3.0336195465620124, 6.441836559929067, -3.9360309500517476], [-0.9941400200830066, 3.1497018809463126, -2.413058685045886], [-0.2688569684699389, 5.448427152838606, -4.101009628313058], [-1.3222427964026449, -3.1886576045237884, -5.7138487928560115], [-1.9750903843160368, -0.42205785181034194, -4.953566282848339], [1.2438597909846936, -2.2765387541453403, -6.828754901433459], [0.5907529528786649, 0.490110252066843, -6.068191622071191], [2.3583197138954457, -3.9356742269560003, -2.35283449758848], [5.145432477513133, -3.38718685008146, -2.668124942233828]]",[-81777.32144188219],"[[0.7643801353280752, -0.38063244108805333, -0.7085048906195967], [-0.4994223577315586, -0.29437357939525244, -0.17591548950869895], [-0.15585783988993912, -0.025745724847479005, 0.44203031558780853], [-0.06799928835024328, 0.24037781213394382, 0.35076448483807354], [-0.19943867956725558, -0.14940920107352879, 0.11295242938549754], [0.14832599471444163, -0.00414083334412902, 0.00820222469897944], [0.1251239356177886, -0.23892920039210458, 0.29942142901499086], [0.08719613215599012, 0.4293435599979075, -0.45723695935338987], [0.018201939462317143, -0.09415055866516006, -0.00410174689809979], [0.01171013180002722, 0.08208945566348663, -0.07283239931555269], [0.0920297573422153, -0.019168535944333237, 0.010715212029970058], [-0.020061398289235866, -0.020253382668141723, 0.05060692287110015], [0.7383461588040474, 0.6604077514831818, -0.0035859812626904135], [-1.049800511514527, -0.1908687766290763, 0.1362156807711282]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.009733736933996151, -0.2331944675909845, 2.067665421237381], [-1.0559198299938368, -1.7809001595765745, -0.20574950117902502], [1.0560643890955204, 1.781022432227238, 0.20571387724015844], [0.009589177832312834, 0.23307219494032105, -2.0676297972985163], [-0.8024178229955976, -1.0074772930442324, 7.137306794278227], [0.8615112854496711, 0.5109427051395944, 5.244146924915378], [1.3840072739736633, -0.9484519075084564, 9.106042484095504], [3.047754110723793, 0.5701635940019371, 7.212605083692133], [-2.640046031576773, -3.0664740786455384, 9.043763069066818], [-3.478806010644014, -2.24498608811719, 11.741901842131469], [-5.127829996755532, -4.608751637768305, 8.740168289169706], [-5.966430586144774, -3.7869440241380796, 11.438451644402328], [0.962162008370901, 4.871883778798214, -3.4997173912881325], [-0.8652182745547812, 2.7617251725300194, -4.1130329561996435]]",[-81777.75273976935],"[[-0.0068925245953285405, -0.08862520350302981, -0.1408807957632528], [-0.32548286493592116, -0.2920506892524068, 0.010728653764708504], [0.022483214251858976, 0.3476907293140083, 0.003087645659442261], [0.12024397912705177, 0.42275417891684863, -0.3550717020728164], [-0.1714096287341909, -0.07977381603555343, 0.009432385111377738], [0.32048592318684477, 0.31733210346619284, -0.280936061268315], [-0.025587365374255894, -0.062187666404299215, 0.05085724047069189], [0.08535023333462048, 0.023145330245224374, 0.08486948820045928], [0.04287639301816421, -0.09485894939873636, 0.18733633604813674], [-0.01894074636306173, 0.03121865004503649, 0.10869755983998092], [-0.0940203065071934, -0.08610963478304198, -0.06816198784799556], [-0.036989108606672504, -0.0010619592650681067, 0.01654648749931518], [-0.7392259907909442, -0.9566946440618624, -0.17313576550427576], [0.8241007240447444, 0.5101288999968886, 0.541166605986081]]",synthesis_3bi4_1bi2
