atoms;coordinates;total_energy;mulliken_charges;forces
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.54483262313824,10.927210456445565,0.04204675994618917],[-5.36229344356306,11.198595477915843,0.058979149792307464],[-8.457943623996373,8.366707248677315,-0.0973842715877708],[-4.996977918817189,8.488402533720434,0.18956799468488159]];-9.770783267946;[-0.47504708,-0.48289305,-0.51536763,-0.52669224];[[-0.021211340752,-0.115961955150,-0.006797650697],[0.028172786340,-0.039595384610,0.002352543542],[-0.031350157495,0.114818769403,0.004259325650],[0.024388711908,0.040738570358,0.000185781505]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.63524063919146,11.017297422450055,0.11308236433656244],[-5.481112280058892,11.185621129927474,0.09235557112013829],[-8.272132129205149,8.39634409179886,0.11594020087316007],[-4.7972444588782555,8.503768366004698,-0.04870324672803742]];-9.783282332326;[-0.48968850,-0.47013973,-0.50006917,-0.54010260];[[-0.023860434597,-0.071309665201,0.000444785299],[0.029226296977,-0.042483702964,-0.001930419524],[-0.038252521936,0.080641824354,0.001646379007],[0.032886659556,0.033151543811,-0.000160744782]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.580636531414285,10.983809204046562,-0.1360558675140748],[-5.485486413232147,11.173565125923885,0.047169670665919455],[-8.356791725739333,8.135776808762149,-0.002018671323923069],[-4.83970164783889,8.425885337511566,-0.0032317680489132292]];-9.805736642991;[-0.48812932,-0.47484066,-0.51241951,-0.52461051];[[-0.028181760458,-0.013294167291,-0.001276533003],[0.027170551541,-0.023927702720,0.001367655813],[-0.037599427575,0.014699852117,-0.000345023537],[0.038610636492,0.022522017895,0.000253900728]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.38591155592922,11.13621728859167,-0.13614312208829435],[-5.326136458853126,11.1609437872916,-0.13130003095839346],[-8.409473457947081,8.169170907971871,-0.040515675712878174],[-4.878983771764983,8.598045872761617,-0.01824300596348456]];-9.788086661161;[-0.48902083,-0.46436042,-0.53313917,-0.51347958];[[-0.023176916675,-0.001994415452,0.000035302077],[0.036719715063,-0.093199988460,0.004088161219],[-0.037721891427,-0.000787215311,-0.000393693907],[0.024179093039,0.095981619223,-0.003729769390]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.390038352424824,10.843284459011373,-0.13019710760007333],[-5.2354702519649505,11.275651637394187,-0.11834406268123128],[-8.387739772933145,8.089293999641876,0.08102798679805749],[-4.927885483586861,8.48740477645566,-0.02024489693609663]];-9.799976668387;[-0.47985825,-0.49327841,-0.51866100,-0.50820234];[[-0.027315632652,-0.043810538268,0.002842946130],[0.036638396933,-0.019380623099,0.000910141280],[-0.042643283395,0.029727573521,-0.001495261835],[0.033320519115,0.033463587845,-0.002257825575]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.37998629356428,11.073811932426809,-0.05109450951186653],[-5.090515430096084,11.28308440571176,-0.027367114649071957],[-8.293414872857573,8.052174997995266,-0.06427352973317331],[-4.958840263889807,8.607349754606743,0.15262765141803433]];-9.797335367987;[-0.50061021,-0.48754526,-0.52356178,-0.48828276];[[-0.032901594406,-0.000703705772,0.000180060366],[0.041674970161,-0.050294796814,0.003794953485],[-0.039644680870,-0.013003075161,-0.002694883606],[0.030871305115,0.064001577746,-0.001280130245]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.507683312705018,11.11341324623956,0.08862386532926952],[-5.39399557036293,11.210749641195116,-0.03333109726569699],[-8.344887316940794,8.22712467004909,-0.0642003124214444],[-4.984253552585717,8.562789977230263,0.0424219196728504]];-9.808288901014;[-0.49725990,-0.47891348,-0.51545291,-0.50837372];[[-0.028409063152,-0.010616175374,0.000842165193],[0.033988824126,-0.060285987601,0.000226757702],[-0.037721628190,0.009481746742,-0.000957265802],[0.032141867216,0.061420416232,-0.000111657094]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.587281324579077,11.067006567470147,0.02546051334961338],[-5.48156935382845,11.279566060403651,0.14867888957446537],[-8.276310333576944,8.162350600115985,-0.05774658822982093],[-5.0501347933957215,8.601769777695075,0.09965832071332237]];-9.820755208079;[-0.50236245,-0.48418835,-0.51160538,-0.50184381];[[-0.027441820698,-0.006205297066,-0.001191268264],[0.032327992355,-0.046215380654,0.000022621996],[-0.033761826799,0.002503924963,-0.001474939750],[0.028875655141,0.049916752758,0.002643586018]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.51271414373261,11.247721636075124,-0.11918537358721921],[-5.436235552961375,11.325148962175051,0.17891636862774957],[-8.363744919057172,8.228497041339075,-0.0014427710141566349],[-4.843067922724602,8.49260386722944,0.06778240290246378]];-9.808762752261;[-0.49110483,-0.47157910,-0.51792593,-0.51939013];[[-0.026762848461,0.011784862080,-0.003403152505],[0.021206284527,-0.008631318652,0.002440753025],[-0.035504429026,-0.009615998793,0.000301032769],[0.041060992960,0.006462455364,0.000661366711]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.580308400251965,10.994596278750373,-0.12676417072543886],[-5.283981498539877,11.383822257716515,0.22325142016336064],[-8.223037743055077,8.262290911372137,-0.05853629574545688],[-4.99640259110801,8.454279424273041,0.22852376285908937]];-9.811467017142;[-0.49934529,-0.50847047,-0.48762820,-0.50455605];[[-0.034087003644,-0.037837021782,-0.003323950468],[0.036499817495,-0.000009061624,0.003953320049],[-0.037265037600,0.033509849973,-0.003709037704],[0.034852223748,0.004336233433,0.003079668123]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.686890450625095,10.992209630071896,0.022428011745854723],[-5.202814303404744,11.35162080035993,0.1599337379434879],[-8.406100558411495,8.161071680602198,-0.0921666093462559],[-5.027389847404579,8.617229931702328,0.03094090779693803]];-9.785288825518;[-0.50517110,-0.50566844,-0.50208223,-0.48707822];[[-0.028895855333,-0.018067814968,-0.001826123015],[0.035263081804,-0.029584955651,-0.000262815304],[-0.034372085318,0.008254258990,-0.000714402615],[0.028004858848,0.039398511629,0.002803340935]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.463901623267526,11.126406444478281,-0.07258286470697571],[-5.273890193826885,11.081163326055334,-0.0753328231830267],[-8.290036602166792,8.22510859000745,0.047610721315981146],[-4.82315194581713,8.68120398707645,-0.012735637504152407]];-9.736644791079;[-0.50333120,-0.45780067,-0.52398387,-0.51488426];[[-0.024630340034,-0.005637254716,0.000331265912],[0.063353993489,-0.241643532621,0.006283763733],[-0.024595931981,0.007622206966,-0.000013809048],[-0.014127721475,0.239658580371,-0.006601220597]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.388006475038559,11.043160996615104,0.07533122849011555],[-5.151089095855508,11.04082023092755,-0.07058356483445416],[-8.400781304180597,8.248162281700251,-0.18080757784736334],[-4.92261054884703,8.325051640566407,0.10828563038853023]];-9.794749466579;[-0.49203528,-0.48283403,-0.51202636,-0.51310433];[[-0.033762120976,-0.024703779284,-0.001092172062],[0.034618132209,-0.044234301211,0.001514868110],[-0.036155020582,0.026083491845,-0.000560810866],[0.035299009349,0.042854588650,0.000138114818]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.529043193238167,11.0871804111319,-0.04507966568907619],[-5.2608104327454015,11.291273278462011,-0.13065611092343388],[-8.337687832348124,8.099269083707998,0.02242401841056724],[-4.942404721493781,8.543614099998996,0.05542617405595232]];-9.804290779548;[-0.50101011,-0.48582949,-0.51543724,-0.49772317];[[-0.035125143467,0.000499589432,0.001004015622],[0.038764364295,-0.027071096730,0.000925400355],[-0.038830710799,-0.008154315290,-0.000433444200],[0.035191489971,0.034725822589,-0.001495971777]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.48851076519253,11.148922321167397,-0.008426383100167798],[-5.441263592049404,11.202282306520951,-0.011039381917219204],[-8.268706308959711,8.148993805641416,-0.2120538133654431],[-4.866535814718236,8.66777248538364,-0.013253094292238499]];-9.794725204495;[-0.49922544,-0.46597235,-0.52654823,-0.50825398];[[-0.023942376524,0.005879721366,0.000633683567],[0.037996566357,-0.097665629496,-0.000747458015],[-0.036127132971,-0.006114731453,-0.002672720899],[0.022072943139,0.097900639583,0.002786495348]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.632447660125981,11.196366915041741,0.022048439035074113],[-5.3164124183985875,11.365617094349092,0.10432746507346367],[-8.211383786374078,8.049238406108584,-0.23505528022480282],[-4.795024751973661,8.489207795897203,0.06207993768167313]];-9.796724645794;[-0.51092710,-0.47938305,-0.51182417,-0.49786568];[[-0.040048565722,0.022221486367,0.001256578282],[0.032655414013,0.000194500638,0.000303703742],[-0.032962696767,-0.025017066345,-0.005230764542],[0.040355848477,0.002601079340,0.003670482518]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.447946672071827,10.930892691493904,-0.005648843162029029],[-5.300086770886369,11.222625910735683,-0.023372012799316527],[-8.23846394068252,8.09573591084446,0.07431616521261021],[-4.9576128321423525,8.745479943444007,0.09922112483264367]];-9.770557526607;[-0.49399891,-0.48426940,-0.52189912,-0.49983257];[[-0.027219646122,-0.030419735551,0.000959637591],[0.057297894168,-0.169706236432,0.008424112807],[-0.041706281481,0.016670997288,-0.000949343564],[0.011628033435,0.183454974695,-0.008434406833]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.567042118204833,10.983876410737826,0.005619808559933881],[-5.510077470501703,11.401633597270317,0.022923736233198738],[-8.307232959114554,8.191268965217509,0.09493753426211674],[-4.989590188614032,8.656656619188254,0.1361255843719251]];-9.818641761519;[-0.48770664,-0.48670380,-0.51288937,-0.51270020];[[-0.022542293008,-0.028364358636,0.000709261466],[0.029651117200,-0.023474251360,0.001204539598],[-0.040314287168,0.019878635910,-0.001332911465],[0.033205462976,0.031959974086,-0.000580889599]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.540440631742102,11.0451920985705,-0.08449855009887544],[-5.336370318172644,11.411255084102024,0.007652384126232848],[-8.249399139601936,8.283439421500576,-0.027230011377227754],[-4.916599904145866,8.54807100385934,-0.017680646119028913]];-9.812939683041;[-0.49249126,-0.49616292,-0.49933170,-0.51201411];[[-0.031545329835,-0.032927429759,-0.000486215998],[0.033685589766,-0.007531365858,0.000976049564],[-0.039805418352,0.028256344245,-0.000601003888],[0.037665158421,0.012202451372,0.000111170322]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.537163936301306,11.168931642356188,0.1990932663936771],[-5.380006560842045,11.339853001218888,0.15019212706169333],[-8.195996709054908,8.197850464716595,-0.05088014782963653],[-4.899250553274825,8.559652335135604,0.01575402016675023]];-9.820222883573;[-0.50425686,-0.48226192,-0.50925738,-0.50422384];[[-0.031842098772,0.006687010001,0.001350736311],[0.028763362794,-0.018634005547,-0.001740050570],[-0.032766248874,-0.007340055900,-0.001310688825],[0.035844984852,0.019287051445,0.001700003085]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.567933418361136,11.07200193505542,-0.1997165129986767],[-5.413534340484009,11.302544346686107,-0.17137641731926512],[-8.27349128081853,8.171189816160679,-0.03892718956341763],[-4.876127872969751,8.685972274968394,0.13518177794838035]];-9.802558481152;[-0.49806961,-0.47797253,-0.51598734,-0.50797052];[[-0.031175663822,-0.008733755977,0.000129851119],[0.039115661399,-0.055089903452,0.006649146735],[-0.038658837278,0.004087008831,-0.002735365834],[0.030718839701,0.059736650598,-0.004043632019]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.34246101792889,10.919799018918358,0.053629383982765934],[-5.499554544763299,11.161374774644027,-0.08974000622283668],[-8.551638866445618,8.137617487626224,-0.015622012368325458],[-4.994323393600483,8.404226265706377,0.1613737228472801]];-9.807290575927;[-0.46571783,-0.46917119,-0.53405308,-0.53105790];[[0.001481061244,-0.029557305240,0.000185284991],[0.003387784402,-0.021206457741,0.001166089892],[-0.039167394507,0.024209834411,-0.002035928846],[0.034298548861,0.026553928570,0.000684553962]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.443579591546113,11.088047242810315,-0.22695800369720592],[-5.243609698109875,11.175644076084197,0.1470832288633861],[-8.316485114751925,8.252716213659246,-0.058621881450705265],[-4.894309788043398,8.55274556462461,0.032128266312187646]];-9.792346790925;[-0.49787403,-0.48220010,-0.51245481,-0.50747106];[[-0.033162697368,-0.021277603380,-0.002520302789],[0.040705503117,-0.073632382502,0.000376118967],[-0.038353804048,0.019592077633,-0.002360273380],[0.030810998300,0.075317908249,0.004504457201]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.60083217668282,10.953950606828114,0.022239756949004486],[-5.226828512519811,11.23969514736379,0.07400747113331801],[-8.26637425943778,8.060038815395037,0.0023586463981882157],[-4.732719982117697,8.545018307624218,0.02568709420412107]];-9.784031593619;[-0.50022882,-0.47982718,-0.51230960,-0.50763440];[[-0.033309046511,-0.005906449545,-0.000518677293],[0.037292444540,-0.032006985550,-0.000140799837],[-0.030997996810,0.000940571433,-0.000177658470],[0.027014598781,0.036972863662,0.000837135600]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.622358364685622,10.810732320381321,-0.01897795222233805],[-5.49965527360505,11.137296564707498,0.10413866776926228],[-8.29272405456126,8.263722465714567,0.01587427921577481],[-4.917997966653826,8.672072257429438,-0.15459880977835264]];-9.747520987299;[-0.48527652,-0.46964414,-0.51442658,-0.53065276];[[-0.006327950438,-0.113567158991,0.001618145887],[0.043058063750,-0.129949392279,-0.013426994230],[-0.034513130162,0.115420155591,-0.000747468890],[-0.002216983149,0.128096395679,0.012556317233]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.598118775615518,11.002355130132589,0.014527375830663491],[-5.302673224690047,11.176504144006255,0.04689530241608639],[-8.164645546572059,8.337863283779306,-0.03837062305337098],[-4.701926398616131,8.56209898286838,-0.12570422085741365]];-9.777136962175;[-0.50243319,-0.47298333,-0.49691731,-0.52766617];[[-0.024140330931,-0.046378179202,-0.000992265314],[0.032221957525,-0.056709155904,-0.003382460218],[-0.029654446733,0.052755877246,0.001839668454],[0.021572820140,0.050331457860,0.002535057079]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.44435679499082,10.957329317159356,-0.015218443349672537],[-5.306014425772727,11.346771252975136,0.04673914949447428],[-8.144237617160783,8.44429639506847,-0.030209699692515465],[-5.026489687570629,8.534055549454585,-0.022415378872375165]];-9.792969519477;[-0.49659983,-0.50610309,-0.48924406,-0.50805303];[[-0.016008260961,-0.151046270687,-0.001610872184],[0.032292408141,-0.024318598905,0.000008343779],[-0.044089659256,0.149812726554,0.000984920974],[0.027805512075,0.025552143038,0.000617607431]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.560698386704468,11.05643113360947,0.10638968404696557],[-5.20754524414007,11.22195563016154,0.10427645922663263],[-8.294855688845487,8.308922315003873,0.06519268966135212],[-4.87554595167272,8.545402665605419,0.060182731869933226]];-9.785592135424;[-0.50278502,-0.48872438,-0.50090385,-0.50758675];[[-0.030219787482,-0.033663159849,-0.000454703198],[0.035495328061,-0.050930806840,-0.000890086591],[-0.033110235161,0.033333036582,0.000577018967],[0.027834694582,0.051260930107,0.000767770821]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.597002388585572,10.969891536805795,-0.11509137609538733],[-5.3174859179164615,10.960855679970638,0.0705849459238285],[-8.187540799519992,8.313900174422214,0.13605476292755544],[-4.789076578878701,8.718868270069862,-0.0632292601748938]];-9.627654238496;[-0.52609420,-0.45028699,-0.50711812,-0.51650069];[[-0.007197035908,-0.032504379024,0.003367413347],[0.124225980071,-0.552431670052,-0.032248536992],[-0.003019422384,0.044736949504,-0.003589407030],[-0.114009521779,0.540199099573,0.032470530676]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.537347883726673,11.154891972894863,0.015711075690214158],[-5.2253602287194365,11.261782964333968,0.15855451119109287],[-8.107247274302903,8.192370224914255,-0.0012934083742551382],[-4.995219767795798,8.560722899929083,0.024277447573319733]];-9.816128589917;[-0.52260568,-0.49659797,-0.49801179,-0.48278456];[[-0.038417439271,0.003177719967,-0.001838317166],[0.038404721382,-0.045426059989,-0.000460858617],[-0.025496927637,-0.004608530771,0.000134265700],[0.025509645526,0.046856870793,0.002164910083]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.575667353198966,10.969068463594553,0.005739868442665143],[-5.5009942022580915,11.228771580435781,-0.07653734117149258],[-8.283847950386285,8.073712724701,0.09516028599653346],[-4.9689963652192315,8.526551314156947,-0.03321213893396328]];-9.819008003991;[-0.49551524,-0.48005583,-0.51483708,-0.50959185];[[-0.025518182423,-0.007351374573,0.000797828576],[0.029314225228,-0.034601086298,0.000100021994],[-0.036617065398,0.003432810620,0.001227427602],[0.032821022593,0.038519650250,-0.002125278172]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.594410593072883,11.100443638186604,0.0973022580689134],[-5.275073404576879,11.346648054428503,0.16003149787619078],[-8.180807465008535,8.38572899285346,0.05377016305223553],[-5.001428324507299,8.53354913836497,0.02055066644597496]];-9.811807201444;[-0.50924618,-0.50378283,-0.48612014,-0.50085084];[[-0.035136844834,-0.040239476272,-0.001429359806],[0.037138035687,-0.021985825177,-0.000351761133],[-0.034417605733,0.041251985848,0.001220661939],[0.032416414880,0.020973315601,0.000560459001]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.41724211178362,10.943406596070545,-0.07445848367176688],[-5.376863617184665,11.191311136055118,0.05052255477677645],[-8.422904542864392,8.29918722194783,-0.22775392924568383],[-4.863726347427238,8.510029977905756,-0.0920725026964716]];-9.785351923983;[-0.46704004,-0.47000805,-0.52771738,-0.53523452];[[-0.020382145291,-0.072795870952,-0.004983761115],[0.026459572079,-0.042412919892,-0.001586159543],[-0.031690771852,0.070895971363,0.003018449686],[0.025613345064,0.044312819481,0.003551470973]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.417777348629201,11.00981179754251,0.010032392198424002],[-5.374487895610727,11.103277921849907,-0.0700167648601711],[-8.346622087992259,8.148971619261115,-0.00282472311132247],[-4.999001928026627,8.506502046060984,0.020109996195895388]];-9.804616063958;[-0.49195310,-0.47691718,-0.52104000,-0.51008972];[[-0.022598953546,-0.017947089524,0.000684886141],[0.033091520098,-0.084150003858,0.002152432781],[-0.038776106560,0.014841508076,-0.000389389032],[0.028283540008,0.087255585306,-0.002447929890]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.598610505463826,11.019088820414932,-0.12182267906317922],[-5.3166676157984245,11.193125656085908,0.1970815596516782],[-8.373938224901828,8.189109918548223,0.0030118921547186966],[-5.035888815000401,8.460461020456467,-0.14573124481330224]];-9.805125038075;[-0.50190384,-0.49368890,-0.50265921,-0.50174806];[[-0.035583399681,-0.020280283685,-0.002957696373],[0.038419149451,-0.032206935070,-0.000377566314],[-0.038256559441,0.017054293678,0.001185175425],[0.035420809671,0.035432925077,0.002150087261]]
