atoms;coordinates;total_energy;mulliken_charges;forces
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.512419853329948,10.979271931092184,-0.001907687400953261],[-5.217636541667496,11.198187392417747,-0.003988410876609391],[-8.344223839282487,8.237778823365346,0.04847880698788416],[-4.844593655836093,8.40370828201404,0.07536884904124662]];-9.791585857078;[-0.48979988,-0.48790594,-0.50499915,-0.51729502];[[-0.032887203601,-0.038222586116,0.000653961688],[0.034937548784,-0.021254187846,0.000648860774],[-0.036387879307,0.036884005024,-0.000973565448],[0.034337534125,0.022592768938,-0.000329257014]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.59820585647462,10.992095041299935,0.05120746080359803],[-5.399751587255338,11.209612523312122,0.03489852019255857],[-8.173766196809035,8.264351664261927,0.0827352439274257],[-4.795408732867685,8.492536618258859,0.015435292964040961]];-9.802416194080;[-0.50057376,-0.48211685,-0.49674558,-0.52056380];[[-0.032314719482,-0.035658540180,0.000593426062],[0.034517661513,-0.036141345685,-0.000252711543],[-0.039477252633,0.040054585378,0.000316135962],[0.037274310602,0.031745300487,-0.000656850481]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.58125834496313,10.95206247625591,0.08256177128135538],[-5.334852566080614,10.978741823956133,0.10110862707963902],[-8.39540926987917,8.41500460623521,0.03609208507435117],[-4.973943720737933,8.479502910031764,-0.09475582439507213]];-9.733961696631;[-0.49380812,-0.46913568,-0.50561736,-0.53143885];[[-0.007163670632,-0.118929052570,-0.001866797881],[0.023877757384,-0.134958404083,-0.010463659239],[-0.017086091885,0.127030514841,0.002760931516],[0.000372005133,0.126856941812,0.009569525603]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.543637966562377,11.003137711320823,0.2600927161774081],[-5.167364710957141,11.197643852369293,-0.11252131321747093],[-8.289150635597485,8.242102397157108,-0.05695478638478976],[-4.886494029123644,8.45979804419255,-0.22227426648170365]];-9.790202020086;[-0.50466315,-0.49435132,-0.49763362,-0.50335192];[[-0.033605026660,-0.027897120034,0.000724839367],[0.036341130661,-0.034734483200,-0.005009151064],[-0.035507855126,0.026454494385,0.004982190147],[0.032771751125,0.036177108849,-0.000697878450]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.610537488501034,11.116661993635283,0.009424027814287174],[-5.438334219766906,11.204877642736907,0.040987310381552636],[-8.137655784361556,8.369049778539273,0.1470153018078739],[-4.948573643364082,8.666790946282722,-0.056097931153704164]];-9.794404747471;[-0.51593119,-0.48539755,-0.49413581,-0.50453545];[[-0.031602894516,-0.029722873642,0.001047870157],[0.044450117278,-0.113999556980,-0.003030690389],[-0.032875602487,0.037444671652,0.000658255780],[0.020028379726,0.106277758971,0.001324564452]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.579689952798725,11.143013466292508,-0.037761814183970566],[-5.414249225267661,11.259487293762058,-0.11560870503637005],[-8.392399683814158,8.281825831580969,-0.03698934147906876],[-4.78465625432034,8.491310353713674,0.04622198482464762]];-9.796631825970;[-0.48760994,-0.47242316,-0.51175758,-0.52820932];[[-0.031683569501,-0.010531118133,0.000778161224],[0.028851743978,-0.020120418348,0.000263401881],[-0.034245671233,0.013751296211,-0.001094939747],[0.037077496756,0.016900240270,0.000053376642]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.744599604753995,11.248421245545146,-0.04823079626872727],[-5.336378199828555,11.358073487480542,0.04298208320278618],[-8.221133583687548,8.162524744535334,0.09100079451266256],[-5.09318928246326,8.427991143059176,0.04518185586025423]];-9.812905321130;[-0.52655417,-0.49896625,-0.49170073,-0.48277885];[[-0.042543726281,0.019917394687,-0.002225556042],[0.034315934989,0.002105266762,0.001361413920],[-0.020889845988,-0.019013059650,0.001532158825],[0.029117637280,-0.003009601799,-0.000668016703]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.553065942360115,10.855950926165615,-0.015850795792528526],[-5.231964399913555,11.242596591109917,-0.02725504801950497],[-8.395845562519987,8.378716978930052,0.017720641344214583],[-4.708897607515895,8.547449297548054,-0.016960482096551956]];-9.736600420675;[-0.45351943,-0.48587837,-0.52026455,-0.54033765];[[-0.000856099514,-0.164324531826,0.002292622845],[0.009642221707,-0.017107955349,0.000049596282],[-0.014958742658,0.166571391648,-0.002228419095],[0.006172620465,0.014861095527,-0.000113800033]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.655385654568416,11.146080500380233,0.042448084867119734],[-5.031245320186569,10.951542641278692,0.10270256110623228],[-8.246656412593326,8.314049094078197,-0.03699532190678055],[-4.953921698168832,8.456187053600193,0.08086850108284761]];-9.745333100735;[-0.54621979,-0.51162028,-0.48348807,-0.45867186];[[-0.021586045640,-0.003501093890,-0.000582222575],[0.019109918503,-0.166863088260,-0.001298174964],[-0.015983054919,0.010306381234,-0.000286374178],[0.018459182056,0.160057800916,0.002166771718]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.588022507573966,11.170472162333898,0.05857697090510825],[-5.446864274305572,11.39187408857329,-0.04534128266658653],[-8.27547752544591,8.246122268654837,0.09890345202253663],[-4.788542914600759,8.514807904229233,0.1515007284612365]];-9.809011577937;[-0.49001525,-0.47965942,-0.50690486,-0.52342046];[[-0.031379204790,0.001262061338,0.001171711712],[0.024149412897,-0.000809625796,-0.001152520468],[-0.035456712558,-0.000002291008,-0.001061942944],[0.042686504450,-0.000450144535,0.001042751700]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.728165533686873,11.018879569350858,-0.027950654980963274],[-5.454530233688339,11.443670844335701,-0.10463183150181721],[-8.122911023291746,8.169390378678946,0.12142477615238767],[-4.880300415477562,8.68750158949885,-0.07304666099288765]];-9.813142165896;[-0.50953029,-0.49248575,-0.49792671,-0.50005725];[[-0.037393166747,-0.008742848917,0.001020204448],[0.037796063726,-0.019186981811,-0.000215317826],[-0.034349150563,0.003040503917,0.001787670048],[0.033946253585,0.024889326811,-0.002592556670]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.7167001676503,10.857710098541475,-0.06754952626211967],[-5.361064261276148,10.978820218689739,0.08079003990104329],[-8.223452376429698,8.279280655448352,0.011862945729205326],[-4.854685711076159,8.507774481155073,0.14734669322667532]];-9.741573928710;[-0.52275749,-0.47628965,-0.48471095,-0.51624191];[[-0.008318367245,-0.066482158360,0.001094995962],[0.034606526408,-0.144004909440,0.004133164060],[-0.019924134587,0.076906035950,-0.002564047416],[-0.006364024575,0.133581031849,-0.002664112606]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.770603395232131,11.085662485563148,-0.0650706819202922],[-5.365395545564503,11.331401204624795,-0.138874703429511],[-8.376005288701087,8.11011348244438,0.020340712957250307],[-4.726927672641139,8.533718642816163,-0.17556186738557858]];-9.778788391891;[-0.50042775,-0.47533656,-0.50977164,-0.51446405];[[-0.037832379562,0.007278635780,0.000577969583],[0.033436905264,-0.006762013808,-0.000722679514],[-0.028569293973,-0.009391500775,0.001858715596],[0.032964768272,0.008874878803,-0.001714005666]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.43514928447459,11.22642262278773,0.05056212820820301],[-5.293660613328073,11.383289484269378,0.034315359022975105],[-8.247984285805181,8.509340815435884,0.005192600823617678],[-4.663961837717536,8.64905253896324,0.0801164266738907]];-9.790598005395;[-0.47976192,-0.47008984,-0.51223031,-0.53791793];[[-0.027388612030,-0.041652599034,-0.000579943019],[0.027515243496,-0.028622321815,0.000205611514],[-0.032505579239,0.046302213504,0.000014572459],[0.032378947773,0.023972707345,0.000359759046]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.721033029250458,11.162177845676078,-0.11084317610206978],[-5.267772895565595,11.291753081029581,0.06609326619468753],[-8.334476892791564,8.200357482954585,-0.2450562190671054],[-4.771961238119427,8.59980167139375,0.03661038097395074]];-9.776628249953;[-0.51123460,-0.47564685,-0.50890726,-0.50421129];[[-0.034644579318,0.006888457320,-0.001456457052],[0.034592888669,-0.032274788590,0.001072223495],[-0.026778217221,-0.007382904307,-0.002419554329],[0.026829907870,0.032769235577,0.002803787885]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.725389485677782,11.104030784513816,0.061289182697392613],[-5.188883315252859,11.197547765186183,-0.005349408103436653],[-8.248105853579542,8.339261848918886,0.006564595901481943],[-4.912975760641513,8.600549729552826,-0.0514295929170971]];-9.771223826771;[-0.53105607,-0.50131257,-0.48389832,-0.48373303];[[-0.024659482551,-0.017116109234,0.000200780994],[0.029155288735,-0.081479102211,-0.001867762202],[-0.024256660249,0.020197649496,0.000797724339],[0.019760854065,0.078397561948,0.000869256870]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.423846647075433,10.96913756196911,0.03247214550352015],[-5.412419164499205,11.326567923483715,0.11165809415672663],[-8.245139159729645,8.22566869239263,0.05011574655542043],[-4.8105149445219055,8.352784234593662,-0.06212478832181269]];-9.813644795335;[-0.47171636,-0.48830063,-0.50440845,-0.53557456];[[-0.019373644769,-0.034171580842,-0.000767331790],[0.015543573160,0.008201942142,0.001408781472],[-0.038421391633,0.034376486106,0.001587392834],[0.042251463242,-0.008406847406,-0.002228842517]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.577869450065878,11.016249036518424,0.05517645927693156],[-5.393347278566129,11.28742640469582,-0.023448417788314267],[-8.259789683982934,8.279313786874845,-0.02985142757979921],[-4.94026072735462,8.657211945741965,0.09946542881594593]];-9.798662064812;[-0.49900911,-0.48763953,-0.50478588,-0.50856547];[[-0.030680786041,-0.042118415574,-0.000516006566],[0.042244971687,-0.065536764686,0.002284629464],[-0.041648062734,0.038660689486,-0.000224805722],[0.030083877089,0.068994490774,-0.001543817177]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.689413997653379,11.009281427986373,0.143508878034342],[-5.332437137912684,11.353406915528563,0.0431917793770627],[-8.23226334051413,8.313279009269632,-0.029723626102279334],[-4.909840902438046,8.523558591041619,-0.06276651200152354]];-9.799062005286;[-0.50395513,-0.49845691,-0.48844470,-0.50914326];[[-0.035229946049,-0.042908930248,-0.001274442052],[0.038222202422,-0.016190706647,-0.001896784464],[-0.041133037471,0.042024901324,0.003082274418],[0.038140781098,0.017074735570,0.000088952099]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.537188740627716,11.050377538554256,-0.13315732628854055],[-5.429856499326361,11.28068365783889,0.1084239990540254],[-8.117184333773473,8.155173493998081,-0.07163481724833065],[-5.010739862164437,8.536143156131171,0.21038934213697874]];-9.831343966854;[-0.50862738,-0.49059092,-0.50233367,-0.49844803];[[-0.028357022446,-0.002895827396,-0.002095030891],[0.027755262367,-0.028349469993,0.002745184614],[-0.025445807960,0.002407662462,-0.002531695072],[0.026047568039,0.028837634928,0.001881541348]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.598906187793732,11.086081094251771,-0.03757964991463405],[-5.1559976034378625,11.215295892236322,0.05085911965067724],[-8.4181160343846,8.291519897989067,0.04808494710336653],[-4.875226940656462,8.45946314585001,0.14691357521433931]];-9.781008777411;[-0.49842125,-0.48785146,-0.50363933,-0.51008796];[[-0.029198824441,-0.018215774073,-0.000282294270],[0.030031085233,-0.024059147152,0.001613480103],[-0.027875624422,0.018020926599,-0.001349793643],[0.027043363631,0.024253994627,0.000018607810]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.705578038626049,11.032424715997482,-0.2341062986815461],[-5.3722983995744675,11.13113142778243,0.03373445288111594],[-8.20980511155876,8.189882304337337,0.12357486010040662],[-4.937681795326601,8.458106486566136,-0.029126275857274106]];-9.800965847869;[-0.52051388,-0.48855630,-0.49299997,-0.49792985];[[-0.039788989192,-0.007500697313,-0.002536347621],[0.039406186727,-0.053199186216,0.002533389909],[-0.032316378951,0.012134877562,0.000828169236],[0.032699181416,0.048565005967,-0.000825211524]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.443135833309658,11.252814124911747,-0.032105335042046435],[-5.34449079919714,11.304027804884209,0.20557628658206306],[-8.374829588569304,8.130313692781613,0.01612392724615474],[-4.81323575252501,8.574591162152016,0.0392576824953792]];-9.799472750238;[-0.49526542,-0.46483632,-0.53137240,-0.50852587];[[-0.026531549245,0.017672353915,-0.002634940491],[0.027366796500,-0.025426062371,0.000826637020],[-0.036740800675,-0.019827463831,0.000476089793],[0.035905553421,0.027581172287,0.001332213678]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.65457684452751,11.051154792055216,0.16753118975525563],[-5.285639567271814,11.078685442215287,0.1181093880929397],[-8.259007200988515,8.218598635924952,-0.01530708704353198],[-4.73518861073084,8.507809310674725,-0.009183756678098296]];-9.772840809552;[-0.51328836,-0.46791548,-0.50320446,-0.51559170];[[-0.029777117406,-0.006514689695,-0.000018109492],[0.035890513283,-0.073556981772,-0.004003963600],[-0.022611792699,0.012171995771,0.000814345009],[0.016498396823,0.067899675696,0.003207728083]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.653202037557024,11.094428141910134,0.05730610932399253],[-5.341581345106791,11.119618769534172,-0.10090553191670232],[-8.33102120037363,8.2104706403117,-0.09000648733049095],[-4.757926791872173,8.55780355285667,-0.05570225386428615]];-9.773512538478;[-0.50645100,-0.46129395,-0.51261067,-0.51964438];[[-0.030231748859,-0.001474647916,0.001191666093],[0.037996406947,-0.075025402945,-0.000030137361],[-0.022765552961,0.005878390358,-0.000059074867],[0.015000894873,0.070621660502,-0.001102453865]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.515625288342573,11.187838742900265,0.14431793633456202],[-5.337103586636938,11.238299169121376,-0.1430296819641402],[-8.225812165765197,8.182539665547147,-0.07029822583727971],[-4.976992996285747,8.510249862895467,0.2149429851103312]];-9.818096978464;[-0.51007106,-0.48309900,-0.50937029,-0.49745965];[[-0.032667139174,0.010068757763,0.004756970611],[0.030206111322,-0.029565812567,-0.000710096808],[-0.030550588648,-0.009230897020,-0.005148560158],[0.033011616500,0.028727951824,0.001101686355]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.499755673515546,10.998046973193691,0.015527528023155521],[-5.293818319760325,11.323265437198781,0.0035383911479383344],[-8.210350001488857,8.325667140707534,0.0478193752886924],[-4.898420037674815,8.53236817532434,0.08003027069861733]];-9.804870989206;[-0.49461678,-0.49516106,-0.49772085,-0.51250131];[[-0.030094848310,-0.060580589937,0.000829234550],[0.035989494360,-0.024337617159,0.000587226955],[-0.042396498751,0.058180866783,-0.001143629911],[0.036501852702,0.026737340314,-0.000272831593]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.503145008662187,11.042769455584164,0.14516176343315876],[-5.471080742444543,11.269520302154698,0.042632022767234164],[-8.36294030497102,8.202923518727761,0.13494245833238472],[-4.625878803173436,8.452265419797653,0.3712512079762763]];-9.794097753802;[-0.46709110,-0.46675501,-0.51972258,-0.54643131];[[-0.021896654674,-0.011314379044,0.001035062130],[0.015273426911,-0.002616821444,-0.001146608870],[-0.029839594121,0.014001891058,-0.002677216079],[0.036462821884,-0.000070690570,0.002788762819]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.728807988296383,11.114553246777842,-0.021182512207656094],[-5.533319085883886,11.155995114490953,-0.1507170386653157],[-8.154605889132977,8.32680793999662,0.08177162840863184],[-4.842417171009261,8.53351400825553,0.005766983039090009]];-9.801594664421;[-0.51769736,-0.47469246,-0.48999162,-0.51761857];[[-0.034311675089,-0.013985147450,0.002081870549],[0.033594113438,-0.058502739165,0.002300907329],[-0.031549761725,0.026769187402,-0.000885515841],[0.032267323376,0.045718699212,-0.003497262037]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.587661157494532,11.21442829470971,0.20213262017543598],[-5.203436761448747,11.185560882578129,0.08079908010474657],[-8.321234214025871,8.17180814565441,-0.06550237596615759],[-4.930454619999035,8.553102323938303,-0.019419955432729563]];-9.785187481657;[-0.51790086,-0.48258045,-0.51113068,-0.48838801];[[-0.039765716292,0.009227610632,0.002191956504],[0.042670890039,-0.070764029647,-0.004125139807],[-0.035954912764,-0.010208058940,-0.001166810108],[0.033049739017,0.071744477955,0.003099993411]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.659499192047292,11.041751085948876,-0.08939968648727546],[-5.224440153170832,11.207905058555216,0.03032746368083224],[-8.263379982380469,8.33096938107318,-0.0859956388914136],[-4.861058594252572,8.524664328326095,0.06172982235332939]];-9.780297873765;[-0.51289689,-0.49198842,-0.48944184,-0.50567285];[[-0.026296135486,-0.034105695174,-0.001114189337],[0.030353453673,-0.045593705131,0.001400872139],[-0.029545351647,0.036768645629,-0.001121160602],[0.025488033461,0.042930754675,0.000834477800]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.650920550214371,11.075295551827553,-0.002682371196247273],[-5.280123408280838,11.244949886249369,-0.12384455424132444],[-8.383557836820904,8.429813758310907,-0.053833240248804086],[-4.943664181746647,8.425816697264398,0.033211662376076055]];-9.782454036121;[-0.49634132,-0.49278233,-0.49125010,-0.51962625];[[-0.028796793493,-0.062265988787,-0.000245142905],[0.030252676956,-0.018723517462,0.000020035964],[-0.034608265852,0.066368373936,0.000469243164],[0.033152382389,0.014621132313,-0.000244136223]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.665168460113884,10.96830023388798,0.19261436877914326],[-5.227309784786657,11.278621495641875,0.06467304957087976],[-8.354278261115525,8.367986625544102,0.11032414674186611],[-5.003647179785224,8.532416220616907,0.14305870642235205]];-9.775144491263;[-0.50677726,-0.50789091,-0.48459246,-0.50073937];[[-0.018272483230,-0.078524971970,-0.001646289026],[0.027425084903,-0.029988019891,0.000117426848],[-0.033737881634,0.076961270004,0.002388514094],[0.024585279961,0.031551721857,-0.000859651917]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.70802812776896,11.000988829183981,-0.029541998731528015],[-5.328675542007061,11.09254694781981,-0.07316601901218515],[-8.296752487008655,8.261918669579613,0.10203872245088084],[-4.876664534427839,8.518240304048739,-0.11264651379273599]];-9.772308308910;[-0.51478073,-0.47979681,-0.49572266,-0.50969980];[[-0.025932115061,-0.025057062022,0.001873531305],[0.034656660711,-0.083776415928,-0.001394169721],[-0.025076262180,0.029985283417,-0.000079299001],[0.016351716531,0.078848194533,-0.000400062582]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.539909149535346,10.88571984726303,0.15490607853795307],[-5.285906999387577,11.013074669288391,0.033906135970096],[-8.1541048409212,8.354858215637172,0.08018628120694898],[-4.944296858927953,8.681514052446134,0.04792660161682025]];-9.659870685776;[-0.52134292,-0.48950133,-0.49165198,-0.49750377];[[0.003352195476,-0.110668035216,-0.003123097472],[0.062836609358,-0.416732505014,0.002524151461],[-0.018900736879,0.118433299578,0.003590914172],[-0.047288067955,0.408967240652,-0.002991968161]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.670998780133042,11.064544256816971,0.271888090946944],[-5.385979862258714,11.141716296200256,-0.046712392066566424],[-8.331268651689244,8.093792421899122,0.07128248809247621],[-4.864227189726811,8.37301483121596,-0.02512918157277032]];-9.798371518341;[-0.50803510,-0.47954745,-0.50495552,-0.50746194];[[-0.039040526842,0.005764912867,0.004208908150],[0.034858170272,-0.023322289480,-0.003370699189],[-0.035234992756,-0.003199957804,0.000469467029],[0.039417349325,0.020757334418,-0.001307675990]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.52153835466157,11.08472330692208,-0.06698822080776479],[-5.3743602682464555,11.270192715962315,0.2723853164862828],[-8.344570268899968,8.032735206713424,0.1280347066117343],[-4.788684652038706,8.693962128687602,-0.0545720142079026]];-9.785733092608;[-0.49504145,-0.46308534,-0.53342986,-0.50844335];[[-0.028902305010,0.008803831627,-0.004109836627],[0.039789712587,-0.059220139115,-0.004078289288],[-0.034033984706,-0.015233624038,0.002968680766],[0.023146577129,0.065649931525,0.005219445149]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.608772655339441,10.903138906841106,0.07238625707643102],[-5.465561087731886,11.200120967757167,-0.11945175780487866],[-8.175088310911224,8.425263139777536,-0.06710876221508937],[-4.831685350158378,8.331759341633,-0.15267062166961112]];-9.771711886131;[-0.48435687,-0.48449286,-0.48917027,-0.54198000];[[-0.011520628513,-0.154691367745,-0.006132361450],[0.024660991519,-0.016429423647,-0.002144703162],[-0.054383770209,0.167091272453,0.009270027945],[0.041243407203,0.004029518939,-0.000992963333]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.465351407742663,11.15765609666172,-0.07766390244082381],[-5.357124198109386,11.207358268538252,-0.03555649184963997],[-8.179064211501975,8.174462649157563,-0.004077446183398631],[-4.946067885252532,8.463757550881581,0.01660137181629243]];-9.825199326651;[-0.50726120,-0.48101515,-0.50951257,-0.50221108];[[-0.028442205449,0.008039979748,-0.000615231857],[0.025329782506,-0.031023017463,0.000953086882],[-0.029477320112,-0.005273730225,-0.000059523112],[0.032589743055,0.028256767939,-0.000278331912]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.500831921252013,11.061367344256697,-0.024733078034225867],[-5.38678508856922,11.003583973614631,0.010022676077269435],[-8.246914860905905,8.272046077613986,0.01198694699517984],[-4.965083920848622,8.537454673166557,0.03185134171912248]];-9.771321223705;[-0.50829459,-0.48023338,-0.50366764,-0.50780438];[[-0.030160933332,-0.029324460187,0.000044483010],[0.051678771092,-0.184785119358,0.001887279912],[-0.035832715103,0.036801149222,-0.000683876571],[0.014314877343,0.177308430324,-0.001247886351]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.65912135862563,10.890485461001413,0.09295118355705305],[-5.309322961231107,11.078627732050125,-0.05100583479531946],[-8.286053017191747,8.359450091154228,-0.1504146598146296],[-4.737151002938133,8.563272650356462,0.027480557427906706]];-9.742004956811;[-0.49770689,-0.46285960,-0.49891300,-0.54052051];[[-0.001021399887,-0.089089140773,-0.008414598521],[0.021286594304,-0.088385774396,0.002019882782],[-0.017516989912,0.097253544820,0.008581215547],[-0.002748204505,0.080221370349,-0.002186499808]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.69890487000064,11.054422848574903,-0.06390630273776386],[-5.2536906075177185,11.233478683986805,0.2037333752870393],[-8.332850776766941,8.082204923394752,-0.053908804894321406],[-4.897406887298654,8.664794692209597,-0.01715798742785326]];-9.770098484888;[-0.51530648,-0.48258319,-0.51389295,-0.48821739];[[-0.031052847878,0.004053833212,-0.002193620743],[0.040580812402,-0.082233086675,-0.005050927356],[-0.028150580933,-0.009502196484,-0.000409558697],[0.018622616409,0.087681449948,0.007654106796]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.672559311939528,11.080164229873002,-0.08244001218555003],[-5.4563285866636715,11.27839755768156,-0.04139421142345935],[-8.52686470421349,8.146738841433466,-0.14860912987487757],[-5.111382664329892,8.518321239278746,-0.04466311345345891]];-9.807246537557;[-0.49609689,-0.48497358,-0.51498168,-0.50394785];[[-0.033069199122,-0.005962498385,-0.000457744873],[0.036531587311,-0.026572288431,0.000327148388],[-0.039527202240,-0.000133182290,-0.001180122098],[0.036064814052,0.032667969105,0.001310718582]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.681203277580298,11.082143713254611,-0.2111869544381899],[-5.221692457379387,11.224980596732575,0.08700188254384605],[-8.19312140911059,8.128830624919148,0.08769741021615113],[-4.8834807294467355,8.406998074077581,0.04579245942000862]];-9.798730549195;[-0.52055612,-0.49388219,-0.49345697,-0.49210472];[[-0.042279170499,0.005453889115,-0.004382943649],[0.037513958656,-0.016641500855,0.003486367712],[-0.032582581621,-0.005081107148,0.001327464140],[0.037347793463,0.016268718888,-0.000430888202]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.775170043318953,11.091787991719915,0.01668365143306986],[-5.273961376819567,11.118564273396105,0.06978558572636995],[-8.145991362544331,8.3401818007237,0.26242933102210014],[-5.0444781900238835,8.46957634953403,-0.07719114725213798]];-9.790867051925;[-0.53865085,-0.50312926,-0.47444792,-0.48377197];[[-0.038581320849,-0.020035584519,0.001234945399],[0.037471648035,-0.072619992144,-0.002212404129],[-0.025333519709,0.029039978248,0.000844640636],[0.026443192523,0.063615598415,0.000132818094]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.629231093265686,11.061629557813,0.06327251798532381],[-5.0958165046398936,11.189315797304433,-0.12728319949305517],[-8.226835463563418,8.361447433036373,0.07158100711357372],[-4.890915318262143,8.541135053584028,-0.09558456214811631]];-9.773726447861;[-0.52589718,-0.50654263,-0.48018024,-0.48737994];[[-0.020847804449,-0.033307865820,0.001484050301],[0.024962074174,-0.059783119044,-0.000384492396],[-0.025727056589,0.035543901001,0.000925715902],[0.021612786864,0.057547083864,-0.002025273807]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.589688048149618,10.969773945143125,0.025328289344918504],[-5.433060360543283,11.061117810347074,-0.04760268489285622],[-8.252305785938853,8.12597812203419,0.06965604131904522],[-4.946647539373183,8.495204017268273,-0.00035822025804908386]];-9.797905551415;[-0.50667054,-0.48078384,-0.50642505,-0.50612057];[[-0.032011004575,-0.016360605312,0.001020890651],[0.042815465907,-0.094812144150,0.001153255597],[-0.036571879321,0.018612073341,0.000342329194],[0.025767417988,0.092560676121,-0.002516475442]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.470977741128994,10.995989618798793,0.04686404796610928],[-5.34760052835852,11.372440972256614,0.01177590700986464],[-8.34130787569144,8.145809268173961,0.008143416171765002],[-4.968107590795281,8.491287148431764,-0.06459127795690778]];-9.817518072388;[-0.48527609,-0.49219908,-0.51101529,-0.51150955];[[-0.026462829526,-0.018315595426,0.000025554039],[0.029897546746,-0.001574340264,-0.000409717648],[-0.040000423870,0.009176454695,0.001089110592],[0.036565706650,0.010713480995,-0.000704946982]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.662626380823825,10.987842830558673,-0.040802786396879134],[-5.155893823051181,11.179710308732458,-0.11767012380840136],[-8.248179900040965,8.22849572314806,0.027905161323563257],[-4.872694730030335,8.481510147656328,0.0834213935128813]];-9.782428407309;[-0.51782785,-0.50041695,-0.48762773,-0.49412746];[[-0.027901933323,-0.022898666746,0.001042423615],[0.030765842428,-0.039688770217,0.002481101885],[-0.030330770373,0.022871505856,-0.001059369584],[0.027466861268,0.039715931107,-0.002464155916]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.664584984898168,11.088619333961065,-0.10356928196173253],[-5.374395244496696,11.163261285330115,0.1876922910357941],[-8.444356038159595,8.300190784315966,0.1260901891393927],[-4.85843083386586,8.290674908915266,-0.1515440259122891]];-9.788533535938;[-0.48916723,-0.48119448,-0.49901681,-0.53062148];[[-0.035711430581,-0.018469854832,-0.001621260683],[0.029176249856,-0.006469694261,0.002952765589],[-0.032245240905,0.025113029843,0.001486666156],[0.038780421629,-0.000173480749,-0.002818171062]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.442668756946219,11.103582238088263,-0.0012348523607415877],[-5.448671214706237,11.197368793801433,0.0826340052557124],[-8.136496016013867,8.200362540316906,0.05991114196745945],[-4.719869264401377,8.449322118220758,0.0989769176600726]];-9.816989971102;[-0.49098423,-0.46967576,-0.51171543,-0.52762458];[[-0.020189611656,0.001171526319,-0.000685766435],[0.012930723280,-0.022989460782,0.000639067135],[-0.032762934900,0.006521507581,-0.000297324529],[0.040021823276,0.015296426882,0.000344023829]]
