idx,config_id,true_energy,oob_models_energy,oob_models_force,energy_std_oob,force_std_rms_oob,source
867,8f56bb4d8e90bdcdeb43b44c90bc0226940c31a3,-40890.265625,5,5,0.11140212545984045,0.0025264094947241213,bi7-3
868,582e0bffd07aadb00e4ccc94ed95caa46a9852f8,-40890.16015625,3,3,0.07627773674601149,0.004177632069139645,bi7-3
869,725d22da156cb5cd4248fac90a3efe77c26479c4,-40890.28125,1,1,0.0,0.0,bi7-3
870,0a3d9055b7508a16dc898d59acd0c8c57e176287,-40889.9921875,3,3,0.14118537686318214,0.009362779876547506,bi7-3
871,a5ea1cfd3118fb009917dc05005bb032aafd80ef,-40890.24609375,5,5,0.11084269249352387,0.002622725544382242,bi7-3
872,838d4da58e3f1f2d2406cd3ec46fe9e5a6658c6c,-40890.203125,3,3,0.1111197470891529,0.0030879501481821583,bi7-3
873,4858963f43d579057e900a3e77b78af4e46057d5,-40889.96484375,5,5,0.10967813688378568,0.0056215583087203804,bi7-3
874,5bbf1f9d507eb0830bc592595a52b396208b84b2,-40889.86328125,5,5,0.1110791926790048,0.005777062049346374,bi7-3
875,edd6074e38dd2071a279a80ae9782de851fd9e58,-40889.85546875,3,3,0.14463080615588503,0.006106123246177668,bi7-3
876,18597683dba94167619a2ed689e0a7ca2b4ca5d1,-40889.82421875,1,1,0.0,0.0,bi7-3
877,8076d89a7f13de96f4a6ab911a2e1981a3fe24a4,-40889.65234375,3,3,0.10384699544006061,0.008326958732070247,bi7-3
878,0eb5b09bec0bf240be9ae02389eb863b4e6cac9a,-40890.1328125,2,2,0.08946562148212281,0.0035146769261602713,bi7-3
879,f6494d9ef0ef5dc2fa698c3a1d36efe74a9a025f,-40890.1953125,2,2,0.0413860367123717,0.004840884089052455,bi7-3
880,55f22090e494862eb23bf0c448b719a86378ffb7,-40890.15234375,5,5,0.11104715466261096,0.0032602177414089092,bi7-3
881,e976b8947cb9089511a54901bfebafea1be3736b,-40889.12109375,0,0,,,bi7-3
882,1932de5d5c6c9bf02e30ac30febd7989dc405140,-40890.25,4,4,0.11857064578038642,0.0028520231023647256,bi7-3
883,21eb56ff0915ecdbb1fa9250e3aea4e10d26f50a,-40889.71875,3,3,0.10391478144177961,0.006802822868832464,bi7-3
884,cd7676d148d5388f133ec2c5db725bb12f78f78a,-40890.0390625,2,2,0.10975443052367909,0.004681190389869256,bi7-3
885,69b0bf66715b2056276bc3c380cb49ba6f72ef74,-40889.50390625,0,0,,,bi7-3
886,f021d527cac3722e63f709c4c09552fa53f33768,-40889.87890625,1,1,0.0,0.0,bi7-3
887,1d57f72d992c43d4e5fcc6eeb14666221b513d83,-40890.0234375,2,2,0.15655066096074874,0.004479944605699873,bi7-3
888,3ec20b637154d4b3395aa2b9a61a167ac2911b9d,-40890.27734375,2,2,0.05563796274937477,0.002841160925211457,bi7-3
889,6990a12c0c00318ceed5cf6ed01910df7ae3a520,-40890.23046875,2,2,0.041556182701194905,0.004003888312198985,bi7-3
890,e3e86a1fc89b644a4f1b82a23745e054a3041a6a,-40890.03515625,3,3,0.1122490541738202,0.0040435354284509015,bi7-3
891,ca3ecd1c792fe67386e4fe49d1397b5fbe00155a,-40890.20703125,3,3,0.11162444449743196,0.00222201302305419,bi7-3
892,c3f707a1e53a008de532a8f4dd93851cfdb6464b,-40889.91796875,2,2,0.10612270137181132,0.00430931496806694,bi7-3
893,530129118c1704dfdf13a4ca610184987edf1583,-40889.9609375,5,5,0.10864934304373039,0.00940757636875635,bi7-3
894,82e75ddc2a41551d8991680ec89a8dd47cca3a28,-40889.8828125,5,5,0.10948524952056252,0.008015667974521,bi7-3
895,03c4109b99e68aa25b6a777f0db4ea5ac41043af,-40889.92578125,3,3,0.07460683178216294,0.006074706390487265,bi7-3
896,2d6e81d98eec726841ccdc43fbd4dfda7ec9689c,-40889.7734375,5,5,0.11171733757077572,0.0064055405189267335,bi7-3
897,3542e57a2874d2818685ab66d227e06812d310a1,-40889.89453125,0,0,,,bi7-3
898,92c4ea26362c0fbafe8b7b385f207918bfd052b3,-40889.7265625,1,1,0.0,0.0,bi7-3
899,87f693e71cc418a81ee6e3b21ded9176fb7550d7,-40889.6796875,3,3,0.1369429271304331,0.009795475145198764,bi7-3
900,34f0c576693a6ee337cb97c7afeb4891cc56de98,-40889.75390625,5,5,0.11193961527701064,0.0077693398112335214,bi7-3
901,8d9baf21474b63043fd10047c78a672ef3af6db4,-40889.58984375,3,3,0.06281764676253818,0.008462492469249232,bi7-3
902,897baf7e2306f80930ce776b37ed372732e63216,-40890.1015625,1,1,0.0,0.0,bi7-3
903,0b76e9f5e0bb9d28270fcba5c0a77fec41b609ff,-40890.11328125,3,3,0.1056407053662529,0.003911097270248273,bi7-3
904,615ca0136d90d3c6bce697f3cacf08939d4297e4,-40890.06640625,2,2,0.04107169620394652,0.006205752870143864,bi7-3
905,9a23d1ec027fbc77ab294b511f3870320f927884,-40890.23828125,5,5,0.11065829623302861,0.002372611527609626,bi7-3
906,611bb5d20f5085c1f1908b55062b2a6662a977be,-40889.71875,1,1,0.0,0.0,bi7-3
907,64c011a7fda4b9056b18ecab18e5902a53d297ae,-40889.34765625,2,2,0.05892413456185182,0.015742843084528713,bi7-3
908,cb2f47b2e1a7b15ce034787fcb842f9b5c408861,-40889.36328125,2,2,0.09044415937255894,0.018123661010449446,bi7-3
909,72ac908c099d557c72194b66fbdc21bd3ed2f33d,-40890.12109375,2,2,0.09086450925808251,0.005647677657933728,bi7-3
910,92075ab1612d972b13d342b3b0d452c390fedba2,-40889.59375,1,1,0.0,0.0,bi7-3
911,eda5221901b5b6ecded373b7c6b212e00ce9ef02,-40889.8359375,2,2,0.03953126166375237,0.0074904863637235645,bi7-3
912,5cf4cb07aa548a8f2822ef716e108d6c32f04f1d,-40889.9765625,2,2,0.15664047330190647,0.0039023806610807067,bi7-3
913,5e4fdef2e414ffb61a99e9c8e4ff6e250a697e2a,-40889.96484375,4,4,0.08889615891333773,0.0051823752322146255,bi7-3
914,613df7ae92c14209e0041a0c3e53328e0e65151d,-40889.94921875,2,2,0.19574300002842052,0.00600767190367168,bi7-3
915,e8326e709a0e7d6d36baaeea0ff93fab334f0220,-40890.11328125,5,5,0.11160684958640013,0.005001621664570127,bi7-3
916,3c94ceda86d3015bf85abf90a0ade69669c27b4a,-40890.29296875,2,2,0.04742429273592014,0.00247454977984334,bi7-3
917,5927bd75151d59711340d3abf4e48579b5169874,-40889.9921875,3,3,0.14362497804208696,0.0039232634782119065,bi7-3
918,afb1d5032a0e59c4980d95ec55c9be98e6114c94,-40889.625,1,1,0.0,0.0,bi7-3
919,233b414096a4f64fd0c250893152e52173119b39,-40889.78515625,5,5,0.11061538877662043,0.006717737076069694,bi7-3
920,73a80f3c5f6d7b5426af498b42ce59d0819882b5,-40890.06640625,3,3,0.0630973696117815,0.004231861624945333,bi7-3
921,f5db54e524563edce9399142b4d7dab9b8ad74ec,-40889.88671875,2,2,0.09083239279872542,0.008152854115367906,bi7-3
922,5f0c074eb81c22574cff3c73f247d445758e552d,-40889.99609375,2,2,0.038471835955302416,0.008150703796828425,bi7-3
923,2bf2eb175c8fd1c95bb0a56024179fb79780f85f,-40889.53125,3,3,0.07473236032420996,0.007456203817937346,bi7-3
924,3f1acfeb104f43878076aad07c5af40c507661df,-40889.66015625,2,2,0.03944352673211436,0.00599063878379512,bi7-3
925,1220060521ca091010e0385ae023cd86b89a9e8f,-40889.9921875,1,1,0.0,0.0,bi7-3
926,c80662846a5bc1ba48da24709be25a3a15e8b237,-40890.07421875,3,3,0.10230849844073847,0.004093620886151231,bi7-3
927,54514c921f0aef10c06f30a7c1a97d01d344ca6b,-40890.19921875,1,1,0.0,0.0,bi7-3
928,ba43edcf5fe34ec768a40381da916356b17ea197,-40890.12109375,3,3,0.14635524850377513,0.0035627231636813305,bi7-3
929,a7a9d28186dfbb0780c0eaa17fff66d20b3681aa,-40890.01953125,5,5,0.11173873695515459,0.00426546530735921,bi7-3
930,b6e746bf7972c7f599e62bf628875fff8a157ff7,-40890.03125,2,2,0.15687129727300247,0.005111544344975724,bi7-3
931,32d4bbcd4a7fcf4ca92157de5ebd4d3e8478acb2,-40890.1875,5,5,0.11095269399652292,0.0029870282832630763,bi7-3
932,aacce91c2d44593886b014e9c7ba07b47cd9833d,-40889.65625,3,3,0.13958311759339287,0.008963295034552773,bi7-3
933,6efe751e048b07827b9268c9e3cf6355342f6ea5,-40889.66796875,2,2,0.10634966715700972,0.008655206312574907,bi7-3
934,1e97850f31877aa9ba325233cb28ee1262eb1a59,-40889.8828125,5,5,0.112017755288655,0.012299969050899754,bi7-3
935,41e8fa69f740d7da178d52b12ecfcd8f7a7b7549,-40890.13671875,5,5,0.11073816043693259,0.004604560022607539,bi7-3
936,af7dc835c82dd5c75719e1fb8a39d14b6e3ee0f6,-40889.98828125,1,1,0.0,0.0,bi7-3
937,b41eac7b440052913b7da6e6737f8514e866324e,-40889.60546875,1,1,0.0,0.0,bi7-3
938,9970c84fdc1615659c677b2efc6e7d8f6b7bad9a,-40890.0546875,3,3,0.1110530818031169,0.0058833339515668055,bi7-3
939,a5b5b795087b010391b24bd53b81adf375391be9,-40890.22265625,1,1,0.0,0.0,bi7-3
940,bb8d05e4a589748d695492b6f7fce5a51fce0e6a,-40889.9296875,1,1,0.0,0.0,bi7-3
941,59660c18946457c16017994a432e7ec622373af4,-40889.8515625,2,2,0.1954145074911266,0.007089947159996335,bi7-3
942,e019db6da68456bdbc6d09c556525af7f8f6b9e1,-40890.078125,3,3,0.14521777222309973,0.004844399108775152,bi7-3
943,451a9a7be291c6e2576fbd7acddc3be1b9cc6c0d,-40889.73046875,2,2,0.05165387032924826,0.006368159335038105,bi7-3
944,84a2f4586aa4171d6ac542964b927b129664f013,-40889.91796875,2,2,0.08859104466899059,0.007154957155149611,bi7-3
945,d0fd2c0953455921202025949221395ea7d69423,-40889.80078125,2,2,0.10255103216334048,0.005149491347028437,bi7-3
946,b96ae803d4727b8031ae4792c74124e6a6549ff2,-40890.0,3,3,0.11117717439379252,0.0055281120029452195,bi7-3
947,295a4c3940e1ef285eecfcf34afff5e939a62589,-40889.28125,1,1,0.0,0.0,bi7-3
948,aa48ca97ac0225e77479273f93d69ff71153b71d,-40889.0625,1,1,0.0,0.0,bi7-3
949,020abdd29c035916077c4f1d7588e815756aff7f,-40889.69140625,3,3,0.06250048978988335,0.006756033152692159,bi7-3
950,acb8b1f87ac4f77efc1beaf8a7d67a49e5d58092,-40890.01953125,2,2,0.05129518652572778,0.005932136017058004,bi7-3
951,e30479047b7545f015ba9f12bd3e84cd34a6819e,-40889.88671875,3,3,0.10973076682333462,0.010148469491402141,bi7-3
